Gen	theta_7OLMXRB	theta_8LMXRB	theta_9LM	theta_10XRB	theta_11RB	tau_7OLMXRB	tau_8LMXRB	tau_9LM	tau_10XRB	tau_11RB	lnL
5940	0.010359	0.00075088	0.0025116	0.00029381	0.0017388	0.0012429	0.00069668	0.00013878	0.00059201	0.00018155	-15982390.337
5970	0.010268	0.0007489	0.0024636	0.00029382	0.0020472	0.00124	0.00069743	0.00014248	0.00059106	0.00016511	-15982254.254
6000	0.010239	0.00075465	0.0025172	0.00029651	0.0018242	0.00124	0.00069226	0.00014747	0.00058581	0.00017576	-15982489.203
6030	0.010273	0.00075334	0.0025938	0.00029633	0.0018304	0.0012492	0.00070108	0.00014404	0.0005926	0.00018735	-15982061.126
6060	0.010189	0.00076088	0.0024182	0.00029859	0.0020424	0.0012529	0.00070391	0.00014523	0.00059641	0.00018653	-15982599.833
6090	0.01024	0.00075507	0.0023736	0.00029421	0.0019319	0.0012513	0.00070247	0.00014231	0.00059943	0.00019641	-15982033.926
6120	0.010267	0.00074531	0.0023304	0.00028965	0.0022749	0.0012451	0.00069611	0.00014226	0.00059557	0.00016042	-15982249.888
6150	0.010351	0.0007556	0.002453	0.00029426	0.0022394	0.0012479	0.00069107	0.00015359	0.00059002	0.00016908	-15982369.114
6180	0.010257	0.00074858	0.0024849	0.00029198	0.002311	0.0012348	0.00068571	0.00015112	0.00058455	0.00017158	-15982374.726
6210	0.010247	0.00075843	0.0023699	0.00029679	0.0021111	0.0012546	0.00069656	0.00015486	0.00059186	0.00017091	-15982054.149
6240	0.010262	0.00075867	0.002439	0.00029584	0.0017607	0.0012579	0.00070038	0.0001575	0.00059718	0.00018118	-15982390.210
6270	0.010274	0.00076075	0.0023064	0.0002968	0.0017343	0.0012539	0.00069853	0.00017191	0.00059532	0.00018117	-15982547.767
6300	0.010251	0.00075494	0.0024354	0.00029549	0.0017871	0.0012472	0.00069319	0.000164	0.00058885	0.00017541	-15982553.994
6330	0.010226	0.00075241	0.0024453	0.00029423	0.001866	0.0012405	0.00068692	0.00015475	0.00058407	0.00017961	-15982089.321
6360	0.01025	0.00074938	0.0026433	0.00029206	0.0018005	0.0012429	0.00069614	0.00015192	0.0005939	0.0001776	-15982223.459
6390	0.010277	0.00075848	0.0023198	0.00029667	0.0018717	0.0012503	0.00069889	0.00016736	0.00059411	0.00018238	-15982501.133
6420	0.010257	0.00076059	0.0023947	0.00029704	0.0017728	0.0012536	0.00070029	0.00016884	0.00059622	0.00017272	-15982422.686
6450	0.010149	0.00075467	0.0023454	0.00029669	0.0016415	0.0012427	0.00069484	0.00018509	0.00058767	0.00017069	-15982278.531
6480	0.01021	0.00075262	0.00226	0.00029464	0.0016881	0.0012424	0.00069453	0.00018264	0.00058988	0.00017239	-15982215.831
6510	0.010165	0.0007501	0.0023557	0.00029502	0.0017926	0.0012468	0.0007029	0.00016942	0.00059422	0.00017571	-15982292.158
6540	0.010245	0.00074408	0.0022518	0.00029272	0.0020135	0.0012359	0.00069459	0.0001735	0.00058706	0.00017341	-15982059.884
6570	0.010238	0.00074594	0.0022814	0.00029382	0.0019718	0.001235	0.00069272	0.00018054	0.00058475	0.0001659	-15982410.376
6600	0.010334	0.00074866	0.0022115	0.00029459	0.0023709	0.0012444	0.0006965	0.0001855	0.00058855	0.00014825	-15982182.350
6630	0.010293	0.00075188	0.0022646	0.00029771	0.0024418	0.0012447	0.00069949	0.00018157	0.00058739	0.00014171	-15982333.088
6660	0.010271	0.00075136	0.0022648	0.00029677	0.0022445	0.0012395	0.00069514	0.00019026	0.00058518	0.00012412	-15982302.678
6690	0.01022	0.0007422	0.002309	0.00029349	0.0025725	0.0012242	0.00068824	0.00017874	0.0005787	0.00010335	-15982201.075
6720	0.010245	0.00074812	0.0022406	0.00029669	0.0025387	0.0012333	0.00069029	0.00019536	0.00057875	0.00010168	-15982393.601
6750	0.010307	0.00076069	0.002092	0.00030098	0.0026527	0.0012376	0.00068539	0.00020443	0.00057596	9.1153e-05	-15982549.342
6780	0.010326	0.00076744	0.0022554	0.00030332	0.0024416	0.0012493	0.00068901	0.00019218	0.00057963	9.6916e-05	-15982383.397
6810	0.010318	0.00076832	0.0022065	0.00030483	0.0022418	0.001248	0.00068863	0.00019074	0.00057711	0.00010493	-15981922.979
6840	0.01036	0.00076403	0.0021997	0.00030343	0.0019977	0.0012507	0.00069362	0.00017816	0.00058071	0.00012095	-15981950.057
6870	0.010298	0.00076116	0.0022534	0.00030202	0.0020398	0.0012441	0.00069134	0.00018415	0.00057933	0.00012708	-15982052.475
6900	0.010302	0.00075665	0.0022435	0.00029981	0.0019865	0.0012464	0.00069205	0.00018155	0.00058073	0.00013455	-15982538.736
6930	0.010289	0.00075998	0.0023522	0.00030239	0.0021334	0.0012425	0.00068864	0.00017646	0.00057546	0.00012337	-15982165.244
6960	0.010236	0.00076132	0.0023101	0.00030186	0.002471	0.0012329	0.00067703	0.00017899	0.00056776	0.00011756	-15982322.312
6990	0.010227	0.00077179	0.002213	0.00030544	0.0023645	0.0012492	0.00068939	0.00018493	0.0005792	0.0001341	-15982155.663
7020	0.010261	0.00076892	0.0022203	0.00030361	0.0021331	0.0012472	0.00069161	0.0001938	0.0005824	0.00013072	-15982259.272
7050	0.010302	0.00076093	0.0020947	0.00030132	0.0020807	0.0012341	0.00068588	0.00018533	0.00057592	0.00015139	-15982337.656
7080	0.010324	0.00075803	0.0021826	0.00029968	0.0023832	0.0012313	0.00067901	0.00018791	0.00057108	0.00013009	-15982320.906
7110	0.010366	0.00076125	0.0021667	0.00030175	0.0023616	0.0012287	0.00068108	0.00017715	0.0005713	0.00012533	-15981766.163
7140	0.0103	0.00075618	0.0023487	0.00029703	0.0022341	0.0012245	0.00068251	0.00016308	0.00057773	0.00012643	-15981928.882
7170	0.010227	0.00075238	0.0024251	0.00029698	0.0024515	0.0012142	0.0006759	0.00015363	0.00056934	0.00011969	-15981839.514
7200	0.010254	0.0007593	0.0023364	0.00030059	0.0022842	0.0012261	0.0006789	0.00016091	0.00057021	0.00012237	-15982268.196
7230	0.010255	0.00076177	0.0023792	0.00030233	0.0022521	0.0012307	0.00068325	0.00016261	0.00057241	0.00013561	-15982026.554
7260	0.010205	0.00075645	0.0024481	0.0002996	0.0022072	0.0012294	0.00068272	0.0001498	0.00057315	0.0001492	-15981991.922
7290	0.010319	0.00075099	0.0024595	0.000297	0.0020562	0.0012242	0.00068418	0.00014965	0.00057523	0.0001536	-15981991.816
7320	0.0104	0.00075978	0.0024388	0.00030078	0.0021584	0.0012353	0.00068977	0.00015287	0.00057933	0.00013966	-15981987.425
7350	0.01031	0.00074318	0.002425	0.00029365	0.0021571	0.0012199	0.00068494	0.00016254	0.00057637	0.00013251	-15982025.105
7380	0.010406	0.00075445	0.0023902	0.00029776	0.0021276	0.0012341	0.00068938	0.00016765	0.00058079	0.00013635	-15981892.623
7410	0.010314	0.00075657	0.0023175	0.00029814	0.0020751	0.0012251	0.0006804	0.00015793	0.00057409	0.00013075	-15981631.622
7440	0.010408	0.00075346	0.0022358	0.00029588	0.0019579	0.0012255	0.0006804	0.0001679	0.00057611	0.00013175	-15981601.696
7470	0.010353	0.00075387	0.0022546	0.0002997	0.0021599	0.0012256	0.00068476	0.00015943	0.00057272	0.00012926	-15982192.006
7500	0.010287	0.00075105	0.0022448	0.00029958	0.0018226	0.0012225	0.00068279	0.00016762	0.00056914	0.00012762	-15982298.232
7530	0.010319	0.00075933	0.0023114	0.00030109	0.0021626	0.0012259	0.00068139	0.00017303	0.00057136	0.00011822	-15982198.270
7560	0.01019	0.00076972	0.0023954	0.00030495	0.002151	0.0012379	0.00068881	0.00016934	0.00057809	0.00012805	-15982033.309
7590	0.01021	0.00077309	0.002243	0.00030503	0.0020789	0.0012395	0.00068887	0.00017036	0.00058052	0.00012953	-15982033.390
7620	0.010155	0.00077192	0.0021015	0.00030427	0.0020984	0.0012396	0.00068426	0.00017638	0.00057719	0.00012658	-15981958.101
7650	0.010309	0.00077278	0.0023191	0.00030536	0.0019737	0.0012423	0.00068435	0.00015386	0.00057584	0.00013559	-15982068.352
7680	0.010257	0.00077066	0.0023534	0.00030563	0.0022455	0.0012408	0.00068503	0.00014857	0.00057433	0.00011519	-15981964.348
7710	0.010154	0.00076437	0.0024248	0.00030136	0.0022055	0.0012315	0.00068344	0.00014947	0.00057636	0.0001113	-15982057.400
7740	0.010232	0.00076369	0.0023468	0.00030175	0.0019665	0.0012277	0.00067894	0.00015633	0.00057133	0.00010716	-15981907.699
7770	0.010239	0.00075605	0.0025245	0.00029985	0.0021456	0.0012333	0.00068468	0.00015129	0.00057402	0.00010024	-15982026.098
7800	0.010254	0.00075548	0.0023189	0.00029791	0.0019621	0.0012362	0.00068789	0.00016464	0.00058003	0.00010239	-15982088.883
7830	0.010294	0.00076995	0.0022999	0.00030541	0.0019581	0.0012456	0.00068566	0.00016848	0.00057475	0.00011063	-15982226.366
7860	0.010348	0.00077013	0.0023527	0.00030505	0.0022449	0.0012442	0.00069076	0.00016017	0.00057984	0.00010638	-15982090.495
7890	0.010269	0.00076262	0.0024035	0.00030216	0.0022648	0.0012369	0.00068494	0.00013993	0.0005748	0.00010727	-15982265.548
7920	0.010305	0.00076022	0.0022934	0.00029913	0.0020723	0.0012396	0.00068904	0.00015545	0.00058225	0.00012164	-15982525.148
7950	0.010348	0.00075541	0.0022996	0.00029874	0.0021898	0.0012354	0.00069091	0.0001595	0.00058089	0.00011973	-15981761.339
7980	0.010252	0.0007651	0.002544	0.00030279	0.0020434	0.0012456	0.00069558	0.00015036	0.00058441	0.0001245	-15982359.000
8010	0.010201	0.00076318	0.0027069	0.0003021	0.0019647	0.0012421	0.00069357	0.00014036	0.00058257	0.00012592	-15982131.948
8040	0.010257	0.00074872	0.0025687	0.0002967	0.0020761	0.0012356	0.00069249	0.00013789	0.00058104	0.0001291	-15982319.163
8070	0.010283	0.00074879	0.0024175	0.00029746	0.0019488	0.0012357	0.00069066	0.000147	0.00057807	0.00014513	-15982273.804
8100	0.010244	0.00074545	0.0025315	0.00029582	0.0020183	0.0012282	0.00069009	0.00013947	0.00057821	0.00016004	-15982339.278
8130	0.010219	0.00075668	0.0024392	0.00029863	0.0019674	0.001244	0.00069919	0.00014367	0.00058905	0.00015119	-15982242.706
8160	0.010264	0.00075028	0.0024782	0.00029509	0.0020337	0.0012427	0.00069839	0.00013839	0.00059042	0.00015919	-15982415.021
8190	0.010253	0.00074165	0.002537	0.00029173	0.0021074	0.001235	0.00069695	0.00013373	0.00058911	0.00014995	-15981918.323
8220	0.010297	0.00075149	0.0025725	0.00029709	0.002049	0.0012507	0.00070258	0.00013528	0.0005909	0.00014928	-15982250.433
8250	0.010247	0.00075089	0.0026489	0.0002978	0.0018899	0.001249	0.00070095	0.00013006	0.00058765	0.00017037	-15982605.594
8280	0.010311	0.00075862	0.0025591	0.00029949	0.0021924	0.0012544	0.00070366	0.00013933	0.00059263	0.00014881	-15981996.086
8310	0.010325	0.00075161	0.0026244	0.00029718	0.0019272	0.0012469	0.00070055	0.00013286	0.00058911	0.0001709	-15982647.538
8340	0.01021	0.00075243	0.002716	0.00029657	0.0021543	0.001248	0.00069833	0.00012679	0.00058911	0.00017178	-15982128.630
8370	0.010311	0.00075126	0.002559	0.00029686	0.0022482	0.0012459	0.00069596	0.00013272	0.00058562	0.00015493	-15982347.649
8400	0.01032	0.00074393	0.0025912	0.00029232	0.0022999	0.0012442	0.00069384	0.00014069	0.00058711	0.00016318	-15982416.350
8430	0.010346	0.0007488	0.0025307	0.00029472	0.0022348	0.0012535	0.000704	0.00014445	0.00059473	0.00017061	-15982702.269
8460	0.010286	0.00074998	0.002499	0.00029325	0.0018867	0.0012557	0.00070286	0.00014174	0.00059768	0.00017845	-15982463.250
8490	0.01031	0.00074136	0.0026051	0.0002895	0.0019955	0.0012462	0.00070226	0.00013475	0.00059794	0.00018385	-15982302.920
8520	0.01016	0.00073889	0.002622	0.00028891	0.0021814	0.0012444	0.00070409	0.00013012	0.00059873	0.00014743	-15982494.613
8550	0.010296	0.00075112	0.0024705	0.00029363	0.002241	0.0012506	0.00070313	0.00013175	0.00059804	0.00014783	-15982450.920
8580	0.010157	0.00075217	0.0025931	0.00029607	0.002207	0.0012441	0.00069754	0.00012902	0.00058923	0.00014955	-15982381.928
8610	0.010209	0.00077491	0.0026715	0.00030678	0.0020239	0.0012619	0.00070083	0.00012654	0.00058862	0.00015262	-15982489.335
8640	0.01027	0.00077258	0.0026685	0.00030523	0.0018116	0.0012601	0.00069872	0.00012329	0.00058805	0.00016925	-15982360.538
8670	0.010251	0.00076706	0.0026778	0.00030315	0.0018996	0.001253	0.0006908	0.00011746	0.00058118	0.00016746	-15982230.690
8700	0.01031	0.00075747	0.0025659	0.0002969	0.0019763	0.0012443	0.00068572	0.00011509	0.00058169	0.00014984	-15982729.943
8730	0.010305	0.00076236	0.0026866	0.0003001	0.0018459	0.0012508	0.00069071	0.00010992	0.00058341	0.00016827	-15982772.732
8760	0.010208	0.00076639	0.0028144	0.00030316	0.0017774	0.0012545	0.00069257	0.00010823	0.00058214	0.00020011	-15982205.133
8790	0.010297	0.00076267	0.0026825	0.00030018	0.0016777	0.0012598	0.00069949	0.00011043	0.00059092	0.00021005	-15982090.319
8820	0.010265	0.0007661	0.0028352	0.00030027	0.0017204	0.001259	0.00069695	0.00010636	0.00059125	0.00020134	-15982361.391
8850	0.010319	0.00075836	0.0026953	0.00029749	0.001609	0.0012515	0.00069327	0.00010252	0.00058762	0.00020768	-15982205.774
8880	0.010254	0.00076682	0.0025935	0.00030244	0.0018004	0.0012614	0.00070299	0.00011273	0.00059263	0.00019467	-15982422.137
8910	0.010274	0.00075031	0.0026166	0.00029475	0.0017096	0.0012424	0.00069843	0.00010653	0.00059114	0.00019972	-15982238.440
8940	0.010263	0.00075226	0.0027116	0.00029635	0.0017586	0.0012438	0.00069421	0.00010516	0.00058592	0.00018073	-15981936.943
8970	0.010186	0.00074823	0.0026802	0.00029397	0.0019253	0.0012533	0.00070636	0.00010371	0.00059779	0.00017814	-15982415.957
9000	0.010202	0.00075089	0.0025916	0.00029477	0.0018573	0.0012567	0.00070537	0.00010665	0.00059745	0.00018999	-15982369.551
9030	0.010327	0.00074083	0.0026245	0.00029024	0.0024111	0.0012438	0.00069903	0.00010269	0.00059325	0.00016034	-15981896.306
9060	0.010326	0.00075149	0.0027192	0.00029614	0.0022766	0.0012523	0.00070312	0.00010389	0.00059326	0.00017336	-15982154.647
9090	0.010328	0.00074528	0.0028047	0.00029312	0.0023258	0.0012393	0.0006927	9.6441e-05	0.00058561	0.00015776	-15982323.520
9120	0.010369	0.00075137	0.0026632	0.00029572	0.0024264	0.0012438	0.00069899	0.00010215	0.0005905	0.00015011	-15982090.460
9150	0.010289	0.000748	0.0026308	0.00029506	0.0025237	0.0012408	0.00070025	0.0001038	0.00059025	0.00013868	-15982152.901
9180	0.010403	0.00075834	0.0027768	0.0002988	0.0028374	0.0012576	0.00070742	9.4066e-05	0.00059696	0.00013594	-15982195.724
9210	0.010225	0.00075376	0.0027792	0.00029807	0.0029236	0.0012435	0.00069943	9.3093e-05	0.00058809	0.00012694	-15982289.282
9240	0.010293	0.0007543	0.0028457	0.00029802	0.0024256	0.0012438	0.00069871	9.4319e-05	0.000588	0.00014309	-15982068.363
9270	0.010282	0.00075363	0.0027661	0.00029809	0.0023153	0.0012491	0.00069809	0.00010308	0.00058682	0.00015216	-15982080.060
9300	0.010282	0.0007556	0.0027083	0.00030164	0.0021198	0.001243	0.00069661	9.8232e-05	0.00058021	0.00016078	-15982235.295
9330	0.010348	0.00075833	0.0027534	0.00030201	0.0019737	0.0012354	0.00068737	9.8714e-05	0.00057388	0.00016525	-15982151.046
9360	0.010303	0.00077664	0.0027428	0.0003099	0.0023041	0.001246	0.00068718	0.00010259	0.00057261	0.00016266	-15982086.486
9390	0.010254	0.00077799	0.0025944	0.00031143	0.0023079	0.0012351	0.00068063	0.00012044	0.00056535	0.00014995	-15981995.262
9420	0.010381	0.00077582	0.0024503	0.00030806	0.0020114	0.0012461	0.00068817	0.00012505	0.00057624	0.00015114	-15982112.103
9450	0.010104	0.00078066	0.0025999	0.00030966	0.0018565	0.0012535	0.00069299	0.00012027	0.00058089	0.00018923	-15982272.370
9480	0.010222	0.00078901	0.0025401	0.00031386	0.0020082	0.0012555	0.00068833	0.00011958	0.00057534	0.00020004	-15982137.320
9510	0.010185	0.00078982	0.0026549	0.00031436	0.0018347	0.001256	0.00068722	0.00011862	0.0005741	0.00021503	-15982342.630
9540	0.0102	0.00078169	0.0026951	0.00031091	0.0016031	0.0012517	0.00068853	0.00010781	0.00057559	0.00021749	-15982403.265
9570	0.01012	0.00078529	0.0025159	0.00031396	0.0017222	0.0012534	0.00068804	0.00011348	0.00057221	0.00021422	-15982190.472
9600	0.010268	0.0007971	0.0026814	0.00031768	0.0015824	0.0012694	0.00069625	0.00010283	0.00058087	0.00023022	-15982300.561
9630	0.010267	0.00079069	0.0024675	0.0003145	0.0017373	0.001264	0.00068619	0.00011458	0.00057362	0.0001881	-15982510.323
9660	0.010267	0.00079905	0.0027655	0.00031847	0.0016752	0.001263	0.00068563	0.00010099	0.00057198	0.00018439	-15982699.217
9690	0.010173	0.00079707	0.0026932	0.00031682	0.0015519	0.0012597	0.00068624	0.00010462	0.00057406	0.00019818	-15981976.734
9720	0.01022	0.00079308	0.0027106	0.00031548	0.0016387	0.0012611	0.00069127	0.00010227	0.0005778	0.00018604	-15982202.438
9750	0.010293	0.00078487	0.0025007	0.00030909	0.001752	0.001256	0.00068589	0.00010758	0.00057909	0.00019023	-15982401.197
9780	0.010198	0.00077409	0.0027466	0.00030493	0.0015622	0.0012497	0.0006861	0.00010138	0.0005791	0.00019393	-15982297.616
9810	0.010253	0.00077417	0.0028175	0.00030476	0.0013699	0.001246	0.00067695	9.6986e-05	0.00057176	0.00021801	-15982543.448
9840	0.010283	0.0007612	0.0028548	0.0003002	0.0017588	0.0012458	0.00068269	9.7584e-05	0.00057557	0.00019852	-15982611.722
9870	0.010302	0.0007679	0.0027334	0.00030264	0.0018226	0.0012526	0.00069052	0.00010824	0.00058256	0.00017694	-15982205.068
9900	0.010386	0.00076983	0.0027202	0.00030324	0.0014861	0.0012511	0.00068532	0.00011461	0.00057849	0.00018999	-15982101.615
9930	0.010163	0.00077395	0.0028147	0.00030415	0.0017052	0.0012536	0.00069213	0.00011769	0.00058561	0.00018428	-15982195.605
9960	0.010226	0.00076374	0.0027073	0.00030039	0.0018822	0.0012459	0.00068747	0.00011815	0.00058117	0.0001678	-15982234.833
9990	0.010321	0.00076431	0.0026754	0.00030077	0.0019915	0.0012472	0.00068619	0.00012038	0.00057978	0.00016168	-15981836.938
10020	0.010294	0.00076915	0.0026621	0.00030259	0.001817	0.0012528	0.00069327	0.00011575	0.00058594	0.00016337	-15982079.125
10050	0.010262	0.00077385	0.0025459	0.0003057	0.0017021	0.0012539	0.00068629	0.00011838	0.00057763	0.00016461	-15982315.467
10080	0.010239	0.00078024	0.0025163	0.0003076	0.0017634	0.0012599	0.00069312	0.00012077	0.00058458	0.00016296	-15982183.535
10110	0.010284	0.00077737	0.002592	0.00030652	0.0019234	0.0012512	0.00068655	0.00011647	0.00057893	0.00014476	-15982090.556
10140	0.010378	0.00077986	0.0023293	0.0003085	0.0019267	0.0012547	0.0006838	0.00013628	0.00057475	0.00015991	-15981891.651
10170	0.010296	0.00078129	0.0023272	0.00031066	0.0019835	0.0012535	0.00068486	0.00013939	0.00057268	0.00016014	-15982101.465
10200	0.010209	0.00078303	0.0023836	0.00031061	0.0017245	0.001253	0.00068173	0.00014513	0.00057143	0.00015556	-15982124.519
10230	0.010281	0.00078826	0.0026261	0.00031242	0.0018271	0.0012624	0.00068901	0.00014399	0.00057802	0.00013599	-15982462.457
10260	0.010144	0.00078065	0.0026896	0.00030842	0.001868	0.0012559	0.00068426	0.0001352	0.00057587	0.00013688	-15982218.662
10290	0.010241	0.00077435	0.002507	0.00030661	0.0017199	0.0012554	0.00069366	0.00013637	0.00058249	0.0001419	-15982579.054
10320	0.010252	0.00078604	0.0023519	0.00030984	0.002019	0.0012611	0.00069116	0.00014883	0.000583	0.00010969	-15982072.925
10350	0.010239	0.00078848	0.0023929	0.00031144	0.0022356	0.0012634	0.00069258	0.00014122	0.00058301	0.00011912	-15982020.668
10380	0.010265	0.0007902	0.0024077	0.00031336	0.0021652	0.0012617	0.00069794	0.00013378	0.0005852	0.00013887	-15982331.125
10410	0.010296	0.00078365	0.0026216	0.00031206	0.0023646	0.0012646	0.00069695	0.00013015	0.00058193	0.00013947	-15982237.950
10440	0.010342	0.00076679	0.0027434	0.00030622	0.0020808	0.0012479	0.00069003	0.00012173	0.0005745	0.00014459	-15982348.165
10470	0.010284	0.00076349	0.002627	0.00030229	0.0019344	0.0012496	0.00069114	0.00012843	0.00058042	0.00013714	-15982148.236
10500	0.010267	0.00076188	0.0024324	0.00030154	0.002006	0.0012511	0.00069592	0.00014115	0.00058463	0.00011808	-15982762.026
10530	0.01024	0.00075387	0.0025734	0.00029901	0.0022694	0.0012457	0.00069641	0.00012821	0.00058381	0.0001213	-15982561.646
10560	0.010278	0.00074955	0.0026597	0.00029617	0.0023128	0.0012453	0.00069756	0.00011962	0.00058699	0.00011919	-15981902.418
10590	0.010274	0.00075862	0.0027119	0.00030015	0.0022204	0.0012553	0.00070806	0.00011307	0.00059504	0.00013102	-15982538.700
10620	0.010241	0.00074679	0.0026495	0.00029573	0.0020776	0.0012446	0.00069958	0.0001147	0.0005874	0.00013212	-15982444.876
10650	0.010219	0.00074903	0.0026153	0.00029814	0.0017793	0.0012472	0.0006983	0.00011024	0.00058333	0.00014921	-15981962.858
10680	0.010193	0.00073937	0.0027355	0.00029347	0.0018575	0.0012327	0.00069227	0.0001076	0.00057991	0.00014795	-15982496.537
10710	0.010371	0.00075632	0.002924	0.00030109	0.0018477	0.0012509	0.00069933	0.00010903	0.00058408	0.00015958	-15982399.047
10740	0.010221	0.00075088	0.002926	0.00029878	0.0018652	0.0012389	0.0006937	0.00010609	0.00057967	0.00014427	-15982124.761
10770	0.010246	0.0007578	0.0028701	0.00030062	0.0020745	0.001251	0.00070114	0.00010963	0.00058766	0.00012396	-15982150.252
10800	0.010126	0.00074287	0.0027818	0.00029365	0.002293	0.0012313	0.00069643	0.00010608	0.00058579	0.00011472	-15982234.886
10830	0.010241	0.0007527	0.0027941	0.00029687	0.0023781	0.0012436	0.00069968	0.00011847	0.00058986	0.0001044	-15982297.390
10860	0.010224	0.00075075	0.0026793	0.00029528	0.0023441	0.0012369	0.00069437	0.00011704	0.000587	9.3491e-05	-15982164.585
10890	0.010218	0.00075583	0.0027002	0.00029874	0.0023254	0.0012432	0.00069622	0.00011089	0.00058569	0.0001085	-15982169.942
10920	0.01034	0.00074835	0.0026822	0.00029462	0.0022952	0.0012426	0.00069101	0.00010617	0.0005836	8.8933e-05	-15981794.816
10950	0.010295	0.00075048	0.0028118	0.00029402	0.0025218	0.0012418	0.00069298	9.5006e-05	0.00058814	7.7336e-05	-15982059.610
10980	0.010259	0.00076096	0.0028581	0.0003001	0.0025999	0.0012511	0.00069615	9.732e-05	0.00058693	8.0121e-05	-15982112.488
