Gen	theta_7OLMXRB	theta_8LMXRB	theta_9LM	theta_10XRB	theta_11RB	tau_7OLMXRB	tau_8LMXRB	tau_9LM	tau_10XRB	tau_11RB	lnL
273390	0.010294	0.00074719	0.0025707	0.00028899	0.0026848	0.0012506	0.00070222	0.0001397	0.00059516	7.3549e-05	-15982505.439
273420	0.010266	0.00074756	0.0027327	0.00028967	0.0024069	0.001253	0.00070735	0.00013302	0.00059839	8.7154e-05	-15982153.600
273450	0.010298	0.00073966	0.0024268	0.00028681	0.0024596	0.001247	0.00070744	0.00014184	0.00059805	9.0576e-05	-15982362.533
273480	0.010284	0.00074168	0.0024791	0.0002873	0.0023849	0.0012466	0.00070717	0.00014276	0.00059843	9.5045e-05	-15982547.271
273510	0.010352	0.00073934	0.0026023	0.00028481	0.0024955	0.0012507	0.00070565	0.00014138	0.00060047	8.5968e-05	-15982086.298
273540	0.010218	0.00074464	0.0026244	0.00028634	0.0021605	0.0012465	0.00070171	0.00013143	0.00059818	9.6305e-05	-15982398.234
273570	0.010294	0.0007441	0.0027856	0.00028804	0.0022114	0.0012453	0.0007012	0.00011855	0.00059381	8.938e-05	-15982456.022
273600	0.010344	0.00074083	0.002718	0.00028718	0.0021899	0.0012341	0.00069035	0.00011889	0.00058379	9.2227e-05	-15982142.826
273630	0.010234	0.00073705	0.0024301	0.00028594	0.0022913	0.0012287	0.00069238	0.00013345	0.00058504	9.1799e-05	-15981953.673
273660	0.01016	0.00073672	0.0023361	0.00028568	0.0023865	0.0012245	0.00068774	0.0001457	0.00058139	8.8352e-05	-15982154.756
273690	0.010287	0.00075379	0.0023587	0.0002924	0.0023965	0.0012374	0.00069015	0.00016533	0.00058322	8.5298e-05	-15982205.757
273720	0.010271	0.00075359	0.0023782	0.00029165	0.0028307	0.0012427	0.00069364	0.00015615	0.00058753	6.8139e-05	-15982486.630
273750	0.010215	0.00074753	0.0024744	0.00029065	0.002401	0.001235	0.00069185	0.00015827	0.00058329	8.0202e-05	-15982294.202
273780	0.010296	0.00074877	0.0025927	0.00029102	0.0026298	0.0012355	0.00069047	0.00015012	0.00058235	7.3988e-05	-15982486.462
273810	0.010205	0.00075086	0.0024094	0.00029161	0.0026151	0.0012433	0.00069158	0.00015491	0.00058373	7.3443e-05	-15982437.172
273840	0.010315	0.00075812	0.0025307	0.00029391	0.002436	0.001247	0.00069611	0.00014277	0.00058859	7.1419e-05	-15982606.010
273870	0.010216	0.000757	0.0025443	0.0002939	0.0027002	0.0012481	0.00069753	0.00014748	0.00058895	7.4948e-05	-15981967.939
273900	0.010243	0.0007574	0.002476	0.0002956	0.0025309	0.0012457	0.00069391	0.00015494	0.00058282	8.1352e-05	-15982351.276
273930	0.01027	0.00075221	0.0025666	0.00029414	0.0026173	0.0012401	0.00069505	0.00015292	0.00058266	7.3646e-05	-15982096.420
273960	0.010263	0.00075071	0.002328	0.00029327	0.0027467	0.0012317	0.00068934	0.00015459	0.00057844	7.1344e-05	-15981745.421
273990	0.010301	0.00074943	0.0022861	0.00029059	0.0027538	0.0012379	0.00069777	0.00016591	0.00058991	6.9904e-05	-15982093.942
274020	0.010283	0.00073968	0.0024493	0.0002853	0.0028572	0.0012269	0.00069335	0.00015898	0.00058927	6.9044e-05	-15982058.412
274050	0.010474	0.00073542	0.0022712	0.00028443	0.0027244	0.0012275	0.00068728	0.00016756	0.00058253	6.8184e-05	-15981943.985
274080	0.010416	0.00073903	0.00225	0.00028721	0.0028215	0.0012315	0.00069362	0.00017443	0.00058506	6.3057e-05	-15982014.794
274110	0.010374	0.00074315	0.0023829	0.00028815	0.0029786	0.0012389	0.00069826	0.00016774	0.00059034	6.0257e-05	-15982500.809
274140	0.010269	0.00074073	0.0023055	0.00029044	0.0027586	0.0012335	0.00069582	0.00017513	0.00058173	7.1945e-05	-15982114.369
274170	0.0103	0.00073568	0.0022705	0.00028658	0.0028062	0.0012296	0.00069769	0.00017127	0.00058711	7.4089e-05	-15982202.353
274200	0.010334	0.00073633	0.0024581	0.00028746	0.0026452	0.0012287	0.00069464	0.00015795	0.00058326	8.3789e-05	-15982124.747
274230	0.010383	0.00073591	0.0025193	0.00028663	0.0020892	0.0012269	0.00069445	0.00016334	0.00058446	0.00010517	-15982136.460
274260	0.010306	0.00074398	0.0024984	0.00029077	0.0020213	0.0012317	0.00069433	0.00016197	0.00058236	0.00011244	-15982395.067
274290	0.01038	0.00074563	0.0023989	0.00028979	0.0019175	0.001232	0.00068829	0.0001697	0.00058054	0.00011943	-15982132.438
274320	0.010297	0.00074538	0.0022955	0.00028957	0.0021053	0.0012266	0.00068806	0.00017975	0.00058059	0.00011424	-15982065.293
274350	0.010385	0.00074038	0.0022543	0.00028697	0.0024802	0.0012266	0.00068949	0.00017481	0.00058313	0.00010341	-15982482.084
274380	0.01026	0.00073968	0.0022559	0.00028772	0.0023689	0.0012251	0.00068848	0.00016915	0.00058021	0.00011305	-15981967.589
274410	0.010327	0.00074163	0.0024424	0.00028614	0.0026664	0.0012294	0.00069037	0.00016709	0.00058655	0.00010731	-15982063.195
274440	0.010311	0.00072923	0.0024774	0.00028036	0.0028534	0.0012235	0.00069592	0.00016679	0.00059337	0.00010334	-15982009.707
274470	0.010257	0.00072921	0.0023767	0.00027934	0.0023066	0.001221	0.00069281	0.00017349	0.00059286	0.00011198	-15982150.756
274500	0.010245	0.00072282	0.0022026	0.00027749	0.0021114	0.0012159	0.00069063	0.0001798	0.00058973	0.00011815	-15982322.220
274530	0.010249	0.00072823	0.0023821	0.00027947	0.0021976	0.0012187	0.00069208	0.00017472	0.00059116	0.00012186	-15982256.222
274560	0.01029	0.00073945	0.0024999	0.00028306	0.0023909	0.0012358	0.00069924	0.00016492	0.00059879	0.00011269	-15982629.182
274590	0.010318	0.00073798	0.0024292	0.00028296	0.0028198	0.0012346	0.00070554	0.00015774	0.00060321	0.00010168	-15982069.932
274620	0.010331	0.00072767	0.0023521	0.00028077	0.0027484	0.001221	0.00069294	0.00015448	0.00058871	9.7166e-05	-15982070.199
274650	0.01028	0.00073727	0.0024738	0.00028532	0.0028481	0.0012296	0.00070052	0.00015554	0.00059339	9.6573e-05	-15982064.547
274680	0.010278	0.00073471	0.0025728	0.00028342	0.0028842	0.0012293	0.00070234	0.00014456	0.00059682	8.4309e-05	-15982100.309
274710	0.010289	0.00072778	0.0024039	0.00028067	0.0026503	0.0012229	0.00069871	0.00015084	0.00059392	8.5483e-05	-15982191.793
274740	0.010351	0.00072704	0.0023827	0.00027944	0.0023137	0.0012194	0.000698	0.00015197	0.00059531	9.104e-05	-15981806.551
274770	0.010305	0.00073425	0.0024383	0.00028188	0.0021496	0.0012213	0.00069618	0.00013984	0.00059445	0.00010416	-15981855.224
274800	0.010322	0.00072938	0.0024505	0.00027932	0.0023815	0.0012241	0.0006997	0.00015442	0.00059894	9.8299e-05	-15981914.279
274830	0.010332	0.00072949	0.0025523	0.00027984	0.0024909	0.0012227	0.00069687	0.00014582	0.00059551	0.00010783	-15982015.912
274860	0.010294	0.00073705	0.0025653	0.00028239	0.0024078	0.0012302	0.00069963	0.00013649	0.00059861	0.00011798	-15982081.601
274890	0.010306	0.00073894	0.0025967	0.00028283	0.0022696	0.0012398	0.00070142	0.00013069	0.00060073	0.00011539	-15981889.724
274920	0.010356	0.00073428	0.0024004	0.00028262	0.0022033	0.0012257	0.00069127	0.00013312	0.00058873	0.00012335	-15981686.473
274950	0.010208	0.00073921	0.0025942	0.00028679	0.0022762	0.0012258	0.00069373	0.00013401	0.00058615	0.00011731	-15982071.048
274980	0.010299	0.000741	0.0026165	0.00028689	0.0023432	0.0012288	0.00069637	0.00012862	0.0005896	0.00011878	-15982013.642
275010	0.010198	0.00074005	0.0026213	0.00028587	0.0025895	0.0012314	0.00069401	0.00012203	0.00058896	0.00011054	-15982251.758
275040	0.01029	0.0007391	0.0026462	0.000285	0.0023995	0.0012396	0.00070241	0.00012839	0.00059712	0.00010916	-15982231.782
275070	0.010251	0.0007317	0.0023784	0.00028259	0.0026204	0.0012387	0.00071116	0.00013252	0.00060361	9.8975e-05	-15982138.907
275100	0.010278	0.00073399	0.0026256	0.00028442	0.0025228	0.0012417	0.00071068	0.0001196	0.00060121	9.5594e-05	-15982342.859
275130	0.010339	0.00072753	0.0025969	0.00027996	0.0024173	0.0012426	0.00071208	0.00012218	0.00060659	0.00010248	-15982255.192
275160	0.010327	0.00073458	0.0025937	0.00028394	0.0025027	0.0012471	0.000714	0.00012616	0.00060552	9.304e-05	-15982238.531
275190	0.010297	0.00072124	0.0026543	0.00027755	0.0024982	0.0012351	0.00070541	0.00011676	0.00060089	8.7645e-05	-15982124.734
275220	0.010338	0.00071928	0.0026183	0.00027734	0.0025429	0.0012284	0.00070431	0.0001235	0.00059878	8.8187e-05	-15982189.314
275250	0.010344	0.0007119	0.002684	0.0002737	0.0026199	0.0012221	0.00070641	0.00012459	0.00060231	9.5133e-05	-15982238.524
275280	0.010346	0.00071239	0.0027441	0.00027325	0.0026055	0.0012244	0.00070861	0.00012499	0.00060558	0.00010278	-15982169.776
275310	0.010392	0.00070586	0.0025884	0.00027054	0.002309	0.0012132	0.00070211	0.00012983	0.0006005	0.00011475	-15982252.775
275340	0.010385	0.00070777	0.0026344	0.00027096	0.0020969	0.0012146	0.00070182	0.00012629	0.00060095	0.00012673	-15982240.562
275370	0.010358	0.0007199	0.0026166	0.00027501	0.0021816	0.0012273	0.00070689	0.00013059	0.00060658	0.00013281	-15982418.586
275400	0.010298	0.00072033	0.0024847	0.00027601	0.0020424	0.0012187	0.00070461	0.00013326	0.0006028	0.00014693	-15982262.630
275430	0.010236	0.00072113	0.0025068	0.0002771	0.0019585	0.0012218	0.00070669	0.00013574	0.00060287	0.00015172	-15981937.983
275460	0.010252	0.00071763	0.0025091	0.00027702	0.0018363	0.0012201	0.00070537	0.00013298	0.00059901	0.0001571	-15982140.519
275490	0.010296	0.00071386	0.0024409	0.00027537	0.0017633	0.0012197	0.00070471	0.00013792	0.00059885	0.00016728	-15982263.462
275520	0.010312	0.0007096	0.0025123	0.00027385	0.0017462	0.0012098	0.00069739	0.00013733	0.00059238	0.00017572	-15982055.786
275550	0.010506	0.00071536	0.0025117	0.00027629	0.0019329	0.0012264	0.00070501	0.00014216	0.00059838	0.00015292	-15982004.143
275580	0.010305	0.00071469	0.0023485	0.00027642	0.0018953	0.0012164	0.00070071	0.00014785	0.00059388	0.00013277	-15981730.428
275610	0.010312	0.00071254	0.0024051	0.00027402	0.0020003	0.0012243	0.00071235	0.00014621	0.00060721	0.00014735	-15982305.122
275640	0.010396	0.00071185	0.0023631	0.00027327	0.001994	0.0012187	0.00070511	0.00014016	0.00060211	0.00014523	-15982383.561
275670	0.010316	0.00071223	0.002442	0.00027433	0.0018968	0.0012166	0.00070187	0.00014466	0.00059734	0.00015911	-15982163.044
275700	0.010204	0.00071185	0.0024832	0.00027296	0.0023917	0.0012179	0.00070215	0.00014637	0.00060026	0.00014966	-15982152.567
275730	0.010292	0.00071089	0.0026761	0.00027198	0.002305	0.0012199	0.00070373	0.00013685	0.00060297	0.00015745	-15981827.419
275760	0.010297	0.00071427	0.0026433	0.0002726	0.002329	0.0012284	0.00071216	0.00013998	0.00061171	0.00016372	-15982145.910
275790	0.010376	0.00072089	0.0025567	0.00027522	0.0022639	0.0012321	0.00070591	0.00013878	0.00060612	0.00016226	-15981810.206
275820	0.010395	0.0007269	0.0026378	0.00027776	0.0023167	0.0012311	0.00069909	0.00013061	0.00059974	0.00014903	-15982637.660
275850	0.010285	0.00072957	0.0026803	0.00027898	0.0024471	0.0012298	0.00069827	0.00012471	0.0005986	0.00014042	-15982013.964
275880	0.010331	0.00072586	0.0025443	0.00027883	0.0022711	0.0012269	0.00069784	0.0001236	0.00059551	0.00013401	-15981832.647
275910	0.010394	0.00072563	0.0025935	0.0002791	0.0024379	0.0012283	0.00069978	0.00013125	0.0005964	0.00013097	-15982176.893
275940	0.010401	0.00072494	0.0025914	0.00027868	0.0029139	0.0012296	0.00070065	0.0001383	0.00059746	0.00011779	-15981656.708
275970	0.010348	0.00072308	0.0026667	0.00027735	0.0030093	0.0012229	0.00069615	0.00013375	0.00059496	0.00011473	-15982276.533
276000	0.010236	0.00072041	0.0026307	0.00027613	0.0028602	0.0012166	0.00069543	0.00013318	0.00059476	0.00012134	-15982154.081
276030	0.010325	0.00072773	0.0026235	0.00027914	0.0028173	0.0012302	0.00070599	0.00012875	0.00060333	0.00012993	-15982326.703
276060	0.010352	0.00073268	0.0025437	0.00028207	0.0024511	0.0012321	0.00070416	0.00012415	0.00059958	0.00013921	-15982064.310
276090	0.010386	0.00073202	0.0026385	0.00028136	0.0026026	0.0012397	0.00070793	0.00012112	0.00060376	0.00012469	-15982128.362
276120	0.010268	0.000726	0.0026522	0.00027914	0.0027185	0.001234	0.00070817	0.000126	0.00060376	0.00011471	-15982454.654
276150	0.010255	0.0007219	0.0027552	0.00027814	0.0028672	0.0012365	0.00071131	0.00012597	0.00060519	0.00011625	-15982362.039
276180	0.01041	0.00071144	0.0027761	0.00027383	0.0024038	0.0012273	0.00070463	0.00011946	0.00060011	0.0001244	-15981997.676
276210	0.010332	0.00071484	0.0027489	0.0002735	0.0024462	0.0012368	0.00071225	0.00012766	0.00061024	0.00012451	-15982327.455
276240	0.010213	0.0007078	0.0027098	0.00027019	0.0024239	0.0012313	0.00071165	0.00012268	0.00061112	0.00012704	-15982269.541
276270	0.010336	0.00071729	0.0026839	0.00027465	0.0023936	0.0012402	0.0007177	0.00012962	0.00061443	0.00012456	-15982333.181
276300	0.010273	0.0007075	0.0027433	0.00027131	0.0024113	0.0012335	0.00071518	0.00011768	0.00061136	0.00012117	-15982374.640
276330	0.010194	0.00070201	0.002882	0.00027025	0.0026171	0.0012257	0.00071474	0.00011287	0.00060862	0.00011237	-15982232.803
276360	0.010337	0.0007072	0.0028312	0.00027249	0.0023841	0.0012354	0.00071474	0.00010467	0.00060807	0.00012073	-15982475.103
276390	0.010347	0.00071095	0.0029082	0.00027359	0.0022092	0.0012391	0.00071685	0.00010735	0.00061064	0.00012309	-15982494.368
276420	0.010285	0.00071599	0.0027578	0.00027707	0.0020988	0.0012401	0.00071712	0.00011037	0.00060748	0.00011982	-15982431.347
276450	0.010323	0.000714	0.0026477	0.00027613	0.0022863	0.0012367	0.00071426	0.00010716	0.00060543	0.00010676	-15982565.941
276480	0.010351	0.00072734	0.0027601	0.00028178	0.0024916	0.0012483	0.00071809	0.00011454	0.00060762	0.00010461	-15982361.489
276510	0.010287	0.00072675	0.0026392	0.00028275	0.0025386	0.0012475	0.0007172	0.00011836	0.00060428	0.00011243	-15982720.389
276540	0.010192	0.00073061	0.0023751	0.00028549	0.0026694	0.0012536	0.00071972	0.00013006	0.00060378	0.00010475	-15982545.008
276570	0.010249	0.00074342	0.0026153	0.00029081	0.0028199	0.0012675	0.00072695	0.00012919	0.00060918	9.0194e-05	-15982807.156
276600	0.01029	0.00073193	0.0024602	0.0002863	0.0025848	0.0012587	0.00072189	0.00013464	0.00060497	8.3512e-05	-15982721.454
276630	0.010329	0.00072897	0.0024313	0.00028434	0.0023525	0.0012539	0.00071533	0.00015479	0.00060117	9.066e-05	-15982247.284
276660	0.010319	0.00073475	0.0025445	0.00028597	0.002276	0.0012614	0.00072197	0.00014314	0.00060808	9.7618e-05	-15982589.750
276690	0.010244	0.00072939	0.0025737	0.00028366	0.0025804	0.0012479	0.00071743	0.00014104	0.00060474	7.8336e-05	-15982860.869
276720	0.010233	0.00073338	0.0025676	0.00028431	0.002519	0.0012555	0.00071636	0.00014465	0.00060573	7.7346e-05	-15982387.654
276750	0.010295	0.00074158	0.0025658	0.00028798	0.0031311	0.001258	0.00071597	0.0001433	0.00060437	6.6815e-05	-15982598.765
276780	0.010294	0.00074218	0.0026964	0.00028751	0.0028113	0.0012643	0.00072146	0.00013572	0.00061051	8.4366e-05	-15982545.096
276810	0.010296	0.00073856	0.0027285	0.0002864	0.0023407	0.0012536	0.0007086	0.00013197	0.00059901	9.9474e-05	-15982794.995
276840	0.010257	0.00073551	0.0025216	0.0002832	0.0022269	0.001249	0.0007112	0.00014166	0.00060549	0.00011282	-15982422.502
276870	0.010229	0.00073746	0.0026913	0.00028657	0.0026631	0.0012479	0.00071034	0.00013407	0.00059923	9.057e-05	-15982530.148
276900	0.010301	0.00074797	0.0025515	0.00029048	0.0026236	0.0012572	0.00071389	0.00014612	0.00060258	8.8365e-05	-15982268.757
276930	0.010342	0.00074854	0.0025495	0.00029041	0.0029812	0.0012595	0.00071612	0.00013977	0.00060506	7.7953e-05	-15982577.728
276960	0.010152	0.00073758	0.0024564	0.00028506	0.0026352	0.0012453	0.00070654	0.00015049	0.00059927	7.7177e-05	-15982666.522
276990	0.01032	0.00074493	0.0023738	0.00028873	0.0024134	0.0012502	0.00070703	0.00015442	0.00059797	8.6412e-05	-15982379.413
277020	0.01026	0.00074007	0.0024399	0.00028681	0.0021643	0.0012448	0.00070189	0.00014613	0.00059371	0.0001013	-15982245.001
277050	0.010359	0.00074363	0.0026167	0.00029017	0.002395	0.0012391	0.00069774	0.00012853	0.00058616	9.9271e-05	-15982024.861
277080	0.010157	0.00073931	0.002672	0.0002871	0.0029963	0.0012314	0.00068836	0.00012342	0.00058106	8.5334e-05	-15982047.574
277110	0.010335	0.00074357	0.0024357	0.00028762	0.0027549	0.0012364	0.00068967	0.00012582	0.00058447	8.5944e-05	-15981882.858
277140	0.010186	0.00074605	0.0025637	0.00028929	0.0022124	0.0012312	0.00069231	0.00012222	0.00058525	9.6259e-05	-15981996.853
277170	0.010274	0.0007454	0.0023907	0.00029415	0.0023104	0.0012509	0.00070483	0.00013527	0.00059322	9.7535e-05	-15982529.353
277200	0.010169	0.0007457	0.0025602	0.00029413	0.0020562	0.0012497	0.00070818	0.00013267	0.00059631	0.00011578	-15982313.596
277230	0.010204	0.0007387	0.002667	0.00029153	0.0020899	0.0012469	0.00070975	0.0001268	0.00059731	0.0001161	-15982242.010
277260	0.01026	0.00072978	0.0026109	0.00028723	0.0020773	0.0012357	0.00070118	0.00012079	0.0005917	0.00012323	-15982168.739
277290	0.010242	0.00074168	0.0027432	0.00029158	0.0021897	0.0012501	0.00071109	0.00012316	0.00060075	0.00012046	-15982330.439
277320	0.010292	0.00072785	0.0024919	0.00028577	0.0019002	0.0012356	0.00069867	0.0001238	0.00059104	0.00013269	-15982028.324
277350	0.010348	0.00073122	0.0027141	0.00028531	0.0027765	0.001234	0.00069512	0.00011557	0.0005917	0.00010234	-15982318.953
277380	0.010258	0.00073474	0.002734	0.00028862	0.0032959	0.0012384	0.00069904	0.0001253	0.00059104	8.9847e-05	-15982045.336
277410	0.010253	0.00074284	0.0026483	0.00029529	0.0025219	0.0012423	0.00070186	0.00012652	0.00058642	0.00011578	-15982352.988
277440	0.010225	0.00074462	0.0026724	0.00029474	0.0023212	0.0012395	0.00069967	0.00013345	0.00058709	0.0001209	-15982362.046
277470	0.010372	0.00073634	0.0025753	0.00028972	0.0025687	0.0012293	0.00069537	0.00013836	0.00058699	0.00010527	-15981839.909
277500	0.010284	0.00073786	0.0024451	0.0002909	0.0023079	0.0012268	0.00069062	0.00013343	0.0005818	0.00010539	-15982218.795
277530	0.010255	0.00074137	0.0025351	0.00029173	0.0026556	0.0012239	0.00068817	0.0001261	0.00058084	9.4635e-05	-15982023.403
277560	0.010262	0.00074946	0.002495	0.00029474	0.0024733	0.0012396	0.00069667	0.00013095	0.00058835	8.7456e-05	-15982061.456
277590	0.010181	0.00074484	0.0025872	0.0002937	0.002691	0.0012305	0.00069287	0.00013037	0.00058362	7.71e-05	-15981964.125
277620	0.01023	0.00074315	0.002649	0.00029162	0.0023924	0.0012392	0.00070076	0.00012845	0.00059311	7.3747e-05	-15982356.604
277650	0.01015	0.00074391	0.0026178	0.00029186	0.0025626	0.0012375	0.0007034	0.00013088	0.00059548	6.9736e-05	-15982269.162
277680	0.010298	0.00074252	0.0025579	0.00029084	0.0028091	0.0012387	0.00069913	0.00013235	0.00059283	6.2072e-05	-15982234.702
277710	0.010309	0.0007477	0.0025036	0.00029221	0.002914	0.0012425	0.00069981	0.00013145	0.00059474	5.579e-05	-15981938.015
277740	0.010215	0.00074783	0.0025295	0.0002926	0.0031007	0.0012419	0.00070019	0.00013785	0.00059436	6.0345e-05	-15982235.140
277770	0.010356	0.00073679	0.0026175	0.00028731	0.0025364	0.0012411	0.00070025	0.00013582	0.00059644	7.8575e-05	-15982324.634
277800	0.010249	0.00074002	0.0023948	0.00029247	0.0022174	0.0012361	0.00069938	0.00014573	0.00058773	8.5576e-05	-15982492.132
277830	0.01031	0.00074429	0.002405	0.00029385	0.0022089	0.0012401	0.00070489	0.00014687	0.000593	8.534e-05	-15982586.828
277860	0.010258	0.00073494	0.0024957	0.00029037	0.0028167	0.0012289	0.00069604	0.00014651	0.00058511	7.2107e-05	-15982304.008
277890	0.010376	0.00073556	0.0025378	0.00029051	0.0026647	0.0012296	0.00069122	0.00014284	0.00058128	7.3007e-05	-15981787.651
277920	0.010394	0.00074193	0.0025605	0.00029354	0.0025687	0.0012362	0.00069482	0.00015097	0.00058328	7.3041e-05	-15982096.985
277950	0.010421	0.0007505	0.0025345	0.00029704	0.0024116	0.0012385	0.00069178	0.00015137	0.00058051	8.6547e-05	-15982184.374
277980	0.010373	0.0007476	0.0025209	0.000297	0.0021835	0.0012395	0.00069405	0.00014006	0.00058026	0.00011243	-15981882.378
278010	0.010329	0.00074999	0.002478	0.00029806	0.0021016	0.0012417	0.00069712	0.00014249	0.00058261	0.00013871	-15982285.860
278040	0.010429	0.00074833	0.00237	0.0002963	0.0021307	0.0012364	0.00069606	0.00014805	0.00058389	0.00013421	-15982140.875
278070	0.010295	0.00075096	0.0024116	0.00029598	0.0023612	0.0012402	0.00069476	0.00014766	0.00058546	0.00012084	-15982273.552
278100	0.010346	0.00075548	0.0024753	0.000297	0.0023783	0.0012456	0.00069601	0.00015129	0.00058802	0.00011183	-15982337.169
278130	0.010339	0.00075481	0.0024041	0.00029545	0.0022525	0.0012446	0.00069591	0.00015633	0.0005905	0.00010993	-15982108.572
278160	0.010272	0.00075285	0.0023393	0.00029539	0.0023521	0.0012454	0.00069573	0.00017204	0.00058894	0.00011073	-15982536.996
278190	0.010286	0.00075354	0.0022249	0.00029413	0.0022598	0.0012467	0.00069851	0.00017508	0.00059436	0.00012885	-15982387.451
278220	0.010229	0.00074066	0.0022023	0.00028878	0.002199	0.0012361	0.00069754	0.00017945	0.0005942	0.00012018	-15982610.985
278250	0.010403	0.00074073	0.0023609	0.00028876	0.0020988	0.0012384	0.0007019	0.0001735	0.000598	0.000139	-15982322.521
278280	0.010245	0.00073386	0.002273	0.00028495	0.0024175	0.001227	0.00069247	0.00018304	0.00059232	0.00011624	-15982051.753
278310	0.010277	0.00073133	0.002131	0.00028322	0.0025293	0.001217	0.00068512	0.00020205	0.00058758	0.0001205	-15982274.611
278340	0.010206	0.00074452	0.002019	0.00029006	0.0022534	0.0012337	0.00069747	0.00021568	0.0005946	0.00014119	-15982775.114
278370	0.010289	0.00073153	0.0020023	0.00028482	0.0023224	0.0012211	0.00069218	0.0002082	0.00059046	0.00013922	-15982309.574
278400	0.010338	0.000738	0.0019479	0.00028699	0.0024723	0.0012263	0.00069611	0.00022602	0.00059454	0.00014428	-15981953.030
278430	0.010279	0.00073243	0.001928	0.000285	0.0021574	0.0012165	0.00069434	0.00021529	0.00059266	0.00015518	-15982313.554
278460	0.010355	0.00074218	0.0019684	0.00028863	0.0024794	0.0012279	0.00069623	0.00020951	0.00059461	0.00013635	-15981932.458
278490	0.01026	0.00073277	0.0019547	0.00028588	0.0021988	0.0012167	0.00068913	0.00020913	0.00058668	0.00015535	-15981892.049
278520	0.010372	0.0007358	0.0021185	0.00028865	0.0021603	0.0012191	0.00068682	0.00020551	0.00058148	0.00015057	-15981720.717
278550	0.010361	0.00073603	0.0021082	0.00028789	0.00207	0.0012203	0.00069279	0.0002097	0.00058827	0.00015446	-15982215.697
278580	0.010389	0.00073347	0.002164	0.00028678	0.0019603	0.0012135	0.00068525	0.00019981	0.00058209	0.00015375	-15981857.396
278610	0.010291	0.00072975	0.0021938	0.00028483	0.0019649	0.0012115	0.00068735	0.00019341	0.0005849	0.00014468	-15982100.264
278640	0.010316	0.0007252	0.0020698	0.00028195	0.0019773	0.0012138	0.00069373	0.00019354	0.00059265	0.00014783	-15981923.154
278670	0.010325	0.00073322	0.0021428	0.00028518	0.0022239	0.0012224	0.00069759	0.00018404	0.00059568	0.00014057	-15982069.923
278700	0.010349	0.00073518	0.0021407	0.00028656	0.0021999	0.0012174	0.00069179	0.00017918	0.00058947	0.00013516	-15981832.554
278730	0.010316	0.00073519	0.0021756	0.00028637	0.0024447	0.001215	0.00068491	0.000183	0.000584	0.0001262	-15982207.029
278760	0.010398	0.00073331	0.0022462	0.00028465	0.0025772	0.0012228	0.00069107	0.00017972	0.0005913	0.00011541	-15982876.386
278790	0.010429	0.00073818	0.0022201	0.00028666	0.0021066	0.0012214	0.00069191	0.00016774	0.00059177	0.00014519	-15982081.741
278820	0.010245	0.00073919	0.0023446	0.00028693	0.0019869	0.001219	0.00069144	0.00016378	0.00059163	0.00015449	-15981954.410
278850	0.010263	0.00073554	0.0022902	0.00028588	0.0017828	0.0012177	0.00068972	0.00017091	0.00058941	0.00016858	-15981813.674
278880	0.010395	0.00072691	0.00238	0.00028161	0.001715	0.0012259	0.00069654	0.00015255	0.00059716	0.00018254	-15982199.049
278910	0.01032	0.00072725	0.0025757	0.00028165	0.0016163	0.0012234	0.00069904	0.00013639	0.0005995	0.00017959	-15982281.172
278940	0.010366	0.00072555	0.0024319	0.00028041	0.0015782	0.0012264	0.00069387	0.00015124	0.0005963	0.00019044	-15982456.920
278970	0.010406	0.00073141	0.0023174	0.00028407	0.0016011	0.0012211	0.00069165	0.00016912	0.00059148	0.00018155	-15982219.272
279000	0.010274	0.00072981	0.002366	0.00028376	0.0018118	0.0012219	0.00069341	0.00017214	0.00059233	0.00017666	-15981918.991
279030	0.010326	0.00073283	0.002289	0.00028503	0.0017327	0.0012231	0.00069657	0.00017787	0.00059482	0.00016729	-15982385.924
279060	0.010335	0.00072217	0.0023338	0.00027901	0.0017025	0.0012094	0.00068986	0.00016425	0.00059306	0.00017517	-15981807.336
279090	0.010284	0.00071732	0.0023527	0.00027536	0.0016793	0.0012071	0.00069249	0.00016468	0.00059916	0.00018313	-15981797.134
279120	0.01031	0.00071298	0.0023871	0.00027471	0.0016915	0.0012083	0.00069495	0.00016677	0.00059906	0.00018281	-15981955.970
279150	0.010204	0.00072003	0.0023564	0.00027688	0.0018046	0.0012156	0.00069947	0.00017592	0.00060414	0.00017305	-15982284.318
279180	0.010253	0.00071165	0.0023062	0.0002739	0.0019038	0.0012108	0.00070028	0.00017366	0.0006043	0.00017993	-15982378.963
279210	0.010245	0.00071012	0.0024729	0.00027419	0.0019944	0.0012066	0.00069247	0.000151	0.00059564	0.00016165	-15982163.713
279240	0.010226	0.00071468	0.0024145	0.00027686	0.0017134	0.00122	0.00070053	0.00015386	0.00060061	0.00017847	-15982003.817
279270	0.010316	0.00071645	0.0022775	0.00027643	0.0016631	0.00121	0.00069104	0.00016118	0.00059485	0.00018957	-15982278.244
279300	0.010365	0.00072137	0.0023757	0.00028	0.0015515	0.0012135	0.00069586	0.00016178	0.00059544	0.00020038	-15982216.040
279330	0.010401	0.00072502	0.002368	0.00028108	0.0018242	0.0012144	0.00069394	0.00016863	0.0005945	0.00018972	-15982563.048
279360	0.010396	0.00071764	0.0022248	0.00027942	0.0018572	0.0012114	0.00069636	0.00017234	0.00059402	0.00018132	-15982222.450
